complaint_id,date,product,sub_product,company,state,channel,narrative,word_count
18985806,2026-01-24,Vehicle or consumer loan,Loan,"Consumer Portfolio Services, Inc.",CA,Web,"RE : FORMAL LEGAL DEMAND UNLAWFUL AND INACCURATE CHARGE-OFF REPORTING CREDITOR : [REDACTED] | ACCOUNT NO. [REDACTED] To Whom It May Concern, This letter constitutes a formal dispute, legal notice, and demand for immediate deletion pursuant to the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681 et seq., applicable legislative authority, and controlling federal case law. You are currently reporting the following tradeline on my consumer credit file : Creditor : [REDACTED] Account Status : Charge-Off Remarks : Profit and Loss Write-Off Reported Balance / Amount Past Due : [AMOUNT] Payment History : No history available Months Reviewed : [REDACTED] Last Activity : [DATE] This reporting is legally inaccurate, materially misleading, and statutorily impermissible. I. LEGAL DEFECT : A CHARGE-OFF WITH A CONTINUING BALANCE IS NOT MAXIMALLY ACCURATE A charge-off designated as a profit and loss write-off is, by definition, an accounting determination that the creditor has written the debt off as a loss. Continuing to report a past-due balance after such a write-off creates a false representation of legal liability. Federal courts have repeatedly held that credit reporting must reflect legal reality, not internal accounting fiction. 15 U.S.C. 1681e ( b ) requires consumer reporting agencies to follow reasonable procedures to assure maximum possible accuracy. Reporting a written-off debt as both charged off and past due is internally contradictory and materially misleading, even if the numeric amount is disputed. See [REDACTED] ( [REDACTED] . [REDACTED] ) ( information that is technically correct but misleading is actionable under the FCRA ). [REDACTED] . [REDACTED] VIOLATIONS INCOMPLETE AND UNVERIFIABLE DATA Under the [REDACTED] Credit Reporting Standards, a tradeline must contain complete historical data, including : Date of First Delinquency ( DOFD ) Payment rating history Months reviewed Accurate balance status consistent with account condition This tradeline reports : [REDACTED] months reviewed No payment history No delinquency timeline A balance inconsistent with a profit-and-loss write-off [REDACTED] rules are clear : if data can not be verified as complete and accurate, it must be deleted, not updated. [REDACTED] . FAILURE OF REASONABLE REINVESTIGATION Once placed on notice of dispute, a credit bureau may not simply rely on automated furnisher confirmation. [REDACTED] , [REDACTED] ( [REDACTED] ) A CRA must conduct an independent and reasonable reinvestigation. [REDACTED] , [REDACTED] , [REDACTED] ) Continued reporting of disputed, unverified debt violates 1681i. Here, the absence of any payment history or months reviewed proves verification",400
12274832,2025-03-01,Debt collection,Other debt,TRANSWORLD SYSTEMS INC,GA,Web,"[REDACTED] , [REDACTED] Consumer Financial Protection Bureau ( CFPB ) [REDACTED] , [REDACTED] Subject : Formal Complaint Against Transworld Systems for Inaccurate Debt Reporting Dear CFPB Representative, I am filing a formal complaint against **Transworld Systems** , a debt collection agency, for inaccurately reporting a ** [AMOUNT] collection account** from [REDACTED] on my credit report. The account number is [REDACTED] . # # # Nature of the Complaint : - **I never resided at the address linked to this debt. ** My name is not on any lease associated with that address. - **I never received any bills, statements, or prior notices regarding this alleged debt. ** - **Transworld Systems has failed to provide proper verification**, violating my rights under the **Fair Debt Collection Practices Act ( FDCPA ) ( 15 U.S.C. 1692g ) **. # # # Violations Committed : 1. **Violation of the Fair Credit Reporting Act ( FCRA ) ( 15 U.S.C. 1681i ) : ** Reporting inaccurate and unverified information despite my dispute. 2. **Violation of the FDCPA ( 15 U.S.C . 1692e ) : ** Using false or misleading information to collect a debt I do not owe. 3. **Failure to Validate Debt Under 15 U.S.C. 1692g : ** Transworld Systems did not provide a valid contract or proof that I am responsible for this debt. # # # Requested Actions from the CFPB : - **Investigate Transworld Systems** for unlawful credit reporting practices. - **Require the removal of this fraudulent account** from my credit report. - **Issue sanctions or penalties** against Transworld Systems for non-compliance. I have already disputed this account with the credit bureaus but have received no satisfactory resolution. I am requesting that the **CFPB intervene** to ensure compliance with federal law. Please confirm receipt of my complaint and inform me of any required next steps. Sincerely, [REDACTED]",306
6728067,2023-03-21,Mortgage,FHA mortgage,WELLS FARGO & COMPANY,TN,Web,"This is follow up. Wells Fargo executive called me and he promised he would return my calls and send my mortgage file over three weeks ago. He has refused to return calls or to provide me with my information. I have a recording if this. He further agreed that I would receive compensation as I was not given a modification, was dual tracked, given 42 agents and no notice and other abuses. I WANT TO BE COMPENSATED FOR LOSS OF [REDACTED] in equity and other horrific damages. They lie and continue to stonewall and lie. Please do your job and enforce the order by the judge. My life was destroyed. This is little enough justice make them pay as I am owed compensation for their scams.",126
17814104,2025-12-07,Vehicle or consumer loan,Loan,CREDIT ACCEPTANCE CORPORATION,KY,Web,"I sent the necessary document to credit acceptance to lower the apr to [REDACTED] % from [REDACTED] % in [DATE] . The payments were lowered. I asked for confirmation. They said [REDACTED] business days after calling every [REDACTED] business days. As of late, I discovered that they lowered my monthly payments by extending the life of the loan and only decreasing to [REDACTED] %.",64
6537761,2023-02-06,Vehicle or consumer loan,Loan,VW Credit,MS,Web,"In accordance with the Fair Credit Reporting act. [REDACTED] account ending in [REDACTED] , has violated my rights 15 U.S.C 1681 section 602A States I have the right to privacy. 15 U.S.C 1681 Section 604A Section 2 also states A consumer reporting agency can not furnish a without my written instructions",51
7309594,2023-07-26,Mortgage,Reverse mortgage,"CARRINGTON MORTGAGE SERVICES, LLC",FL,Web,"On [DATE] , I received a statement that I'm in a negative balance [REDACTED] that has occurred with out my knowledge. Multiple forced insurance policies have been placed without my knowledge. The contract states that I was to pay them for insurance, but instead they sent the check back and stated that it would be covered without any further acknowledgement. I had [REDACTED] in [DATE] which had me sick for weeks and for reasons unknown did not receive any mail stating I was even behind, now months later this preditory loan company is charging for unforseen charges on every level, attorney and things like home inspection that don't even happen. I'm being charged for everything under the sun that they can come up with. As of [DATE] charges have occurred for attorney fees and whatever they can change me for. They're trying to take my home, for a contract that was transferred from another company and changing the terms of agreement.",161
9969507,2024-08-30,Debt collection,I do not know,Experian Information Solutions Inc.,TX,Web,"I recognize the significance of eliminating any erroneous entries from my credit report, as required by FCRA 605B. Would you mind examining the documents? I've identified several accounts that appear to be inaccurate, and this is troubling to me.",39
7824734,2023-11-08,Credit card,General-purpose credit card or charge card,AMERICAN EXPRESS COMPANY,WA,Web,"To whom it may concern.. My complaint is both with American Express and a merchant called [REDACTED] . Situation : On [DATE] I booked a flight on a website called eDreams with [REDACTED] airlines. The flight was scheduled to take off on [DATE] from [REDACTED] to [REDACTED] . On [DATE] , my [REDACTED] and I showed up at the proper airport to board our flight and the airlines said they had no record of our tickets and the confirmation that [REDACTED] sent us was not in their system. The airlines checked the records with our names/passports and said there is no record of any flight. I reached out to [REDACTED] for a refund stating the issue and [REDACTED] said that it was a valid charge since they sent a confirmation email. When we asked them to give us a record of the ticket, they could not produce it and requested us to ask for a refund from the airline. We've reached out to the airline and they don't have any record of our ticket so they aren't able to provide a refund for a ticket that was never issued. I disputed this charge with American Express 3 times with no resolution. The first denial came when they said [REDACTED] provided a confirmation of the purchase. I re-disputed the charge and American Express agreed that they would cancel the charge if they could find a copy of the ticket. They just responded to deny the dispute with the reasoning that they had found a copy of the ticket. However, the copy of the ticket was for a flight that I purchased directly with the airlines on [DATE] . American Express nor [REDACTED] can provide a copy of the ticket and I have proof from the airlines that there is no record of my ticket. Yet, both American Express and [REDACTED] state that this is a vaild charge.",316
13450244,2025-05-11,Prepaid card,General-purpose prepaid card,"Paypal Holdings, Inc",TX,Web,"Im reporting that Venmo ( owned by PayPal , Inc. ) failed to issue a provisional credit for [REDACTED] unauthorized transactions on my Venmo Debit Card, which is issued by [REDACTED] , [REDACTED] . Between [DATE] and [DATE] /year>, someone made [REDACTED] fraudulent charges to [REDACTED] , each for [AMOUNT] , with one for [AMOUNT] . I did not authorize these charges and reported the fraud immediately through Venmos support channels. I disabled my card, requested a Regulation [REDACTED] fraud dispute, and explicitly requested a temporary ( provisional ) credit due to severe financial hardship : I am an active-duty military spouse We are relocating across the country Our rent was due [DATE] , and we are leaving [DATE] ( I realize this seems like a small amount but [REDACTED] $ for a regular person like me is a lot and leaves me and my family at risk of loosing housing during this critical move ( happening tomorrow [DATE] /year>! ) Venmo confirmed the fraud, opened a dispute, and acknowledged their obligations under Regulation E. However, they refused to issue a temporary credit, stating only that they have 10 business days to complete the investigation. Regulation E does not prevent early credit it sets a maximum deadline. Venmo had the discretion to issue a credit earlier based on my emergency but chose not to. I am requesting CFPB intervention to ensure PayPal/Venmo : Issues a provisional credit without delay Completes the investigation in a timely and compliant manner Updates its policy to allow timely hardship-based exceptions when consumer harm is documented and imminent",263
7423984,2023-08-19,Credit card,Store credit card,SYNCHRONY FINANCIAL,OK,Web,"Ive been dealing with this situation since last fall. Let me explain. ... 1. On [REDACTED] , I went to my local Mattress Firm and purchased a mattress and adjustable platform. The Order number was [REDACTED] . ... 2. At that time, I told the saleswoman that I had a bad back and that I needed a mattress that was soft and comfortable. I ended up opening a Mattress Firm Synchrony credit card account to pay for the purchase. The saleswoman told me they had a guarantee on everything and to come back in if I didnt like either one of the items .... 3. Right away, I noticed that the mattress was very hard. I decided to wait a couple of weeks to see if the mattress softened or if my back adjusted. Neither of those occurred, so I ended up going back to the store to talk to them about it. ... 4. The first saleswoman wasnt there, so I had to work with another saleswoman. She encouraged me to pick out a different mattress and said that we could do an exchange. I couldnt find anything I really liked, but I needed a mattress as I was about to have [REDACTED] , so I ended up picking something out. I was concerned because it had some kind of cooling feature. I told her that I get cold very easily, so I was worried about picking that one. She said that that was just an advertising feature, but that it really wasnt cold .... 5. As we were checking out, she mentioned that there would be some kind of return to stock fee. I told her that I had never been told about that. She said there should have been something stapled to my receipt. I had my receipt with me, it was obvious nothing had ever been stapled to it. ... 6. She ended up calling her manager/ [REDACTED] person and explained the situation. They agreed that I wouldnt have to pay for that. So, I signed for the mattress and we left. It was to be delivered within a couple of days. ... 7. Soon after I started worrying about it, so decided to do some online research. All the reviews said that the mattress was indeed cold. I talked to my husband about it and we decided the best thing to do would be to",400
6618793,2023-02-26,Vehicle or consumer loan,Loan,Bridgecrest Acceptance Corporation,NY,Web,I purchased a vehicle from [REDACTED] in 2019. My account was assigned without my knowledge to Bridgecrest. I was recently looking over my car contract with [REDACTED] and noticed several discrepancies. First I was forced to leave a downpayment or I could not get the vehicle unless I gave [AMOUNT] down. They committed fraud by requiring cash with a consumer credit transaction. I was also never informed of my right to rescind or given recession paperwork. That is against the law and a violation. There are also a ton of charges which I do not understand and was not provided with any explanation as to what they are for. The finance charge is the SUM of all charges. I have recently received mail from Bridgecrest after sending a cease & desist. Bridgecrest are still contacting me without my expressed written consent.The letter which I have attached made several defamatory statements and is defaming my character. Harassing phone calls throughout the day and night. Threatening mail which included threats of legal action and false claims were made against me which have caused willful injury. I have also noticed my signature/ notarization missing from the Power of Attorney form which is fraud because I never authorized anyone to act on my behalf. I no longer want to do business with you. I have also attached a copy of your arbitration agreement,229
11420453,2025-01-07,Mortgage,Conventional home mortgage,"Shellpoint Partners, LLC",AZ,Web,"THEE RITHM CAPITAL CORPORATION / DIV - [REDACTED] !!!! [REDACTED] THEE RITHM CAPITAL CORPORATION HAS AN HIGH AMOUNT OF SUB-DIVISIONAL COMPANIES !!!! MY HOME MORTGAGE WAS TRANSFERRED FROM SUB-DIVISION TO SOB-DIVISION !!!! MY NEW SUB-DIVISIONAL COMPANY IS [REDACTED] !!!! DURING THESE FRAUDULENT PROCESSES, MY EMAIL & USA POSTAL MAILING ADDRESSES WERE ALTERED / CHANGED WITHOUT MY PERMISSION !!!! AN BRAND NEW EMAIL ADDRESS WAS ADDED TO MY [REDACTED] ACCOUNT TO ADVISE MY THAT MY HOME MORTGAGE WAS BEING FLIPPED / TRADED TO ANOTHER DIVISION OF THEE RITHM CAPITAL CORPORATION !!!! MY FAMILY WAS LOCKED OUT OF OUR HOME !!!! RITHM CAPITAL CORPORATION HOME FORECLOSURE CONTRACTORS CHANGED MY HOME'S DOOR LOCKS & STOLE PROPERTY EXTERIOR / INTERIOR FROM WITHIN THEE DWELLINGS OF MY PROPERTY !!!! THEE RITHM CAPITAL CORPORATION PENALIZED MY MORTGAGE WITH AN MASSIVE AMOUNT OF PENALTIES & FINES !!!! THEE [REDACTED] PENALIZED MY PROPERTY FOR THEE STOLEN LANDSCAPING / ALTERATIONS FOR MY PROPERTY WITHOUT REQUESTING PERMISSION FOR ANY ALTERATIONS !!!! THEE RITHM CAPITAL CORP [REDACTED] BOARD HAVE ALL ILLEGALLY PENALIZED MY PROPERTY ACCOUNTS WITH FRAUDULENT CHARGES !!!! MY FAMILIES REPUTATION IS ON THEE FINE LINE / FRAUDULENT [REDACTED] ACTIVITY WILL RUIN USA CITIZENS LIVES !!!! I AM UNABLE TO PUBLISH PICS OF MY PROPERTY !!!! PHYSICAL ADDRESS & LOCATION WOULD BE PUBLISHED !!!! Company Rithm Capital [REDACTED] For investors, please include: ATTN: Investor Relations contact us by phone( [REDACTED]",230
11368344,2025-01-03,Credit reporting,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,""" The Fair Credit Reporting Act ( 15 U.S. Code 1681 ) says ( 1 ) The banking system is dependent upon fair and accurate credit reporting. Inaccurate credit reports directly impair the efficiency of the banking system, and unfair credit reporting methods undermine the public confidence which is essential to the continued functioning of the banking system. So whenever there is a violation under the FCRA, it impairs the efficiency of the banking system. This is a violation of TILA US Code 1666B since I was never late. I recently reviewed my consumer report and noticed an incorrect late payment record on my [REDACTED] account [ [REDACTED] ]. I have always maintained timely payments on this account. Under the Fair Credit Billing Act ( FCBA ) and the Truth in Lending Act ( TILA ), creditors are required to accurately report consumer transactions and provide a mechanism for correcting errors in a timely manner. Please conduct an investigation into this matter, and if you can not provide documentary evidence of these supposed late payments, I demand these payments to be updated to on time as they should be as I was NEVER late. I expect these updates to be made promptly, in compliance with the law. """,208
16333348,2025-10-02,Debt collection,Telecommunications debt,"Kriya Capital, LLC",FL,Web,"[REDACTED] I have reached out to [REDACTED] and requested a bill to be sent to me showing the amount owed and the date of the invoice. I never received anything. Credence resource management has hit my credit month after month for the same exact collection. The total amount is [AMOUNT] . I do not understand how it is legal For a debit agency to keep adding and removing the collection, affecting my score more than just the [REDACTED] collection.",79
20856031,2026-04-01,Vehicle or consumer loan,Lease,HYUNDAI CAPITAL AMERICA,CA,Web,"I leased a Genesis car 3 months later it got vandalized, insurance declared total loss and send Hyundai [REDACTED] $ the loan amount is showing [REDACTED] $ and it showed credit balance [REDACTED] $ besides that insurance overpaid Hyundai [REDACTED] , and they refuse to send to me insurance overpayment they also want me to pay [REDACTED] $ deductible. I called them many times by asking to wave the deductible since they already got about [REDACTED] $ over payment and also asked them to send me the credit of [REDACTED] $ since the loan has been paid fully and they have no right to keep the insurance overpayment .They keep not answering phone calls and threatening to send my record to collections if I dont pay them deductible.Thank you",129
15460808,2025-08-22,Checking or savings account,Other banking product or service,"Foris DAX, Inc.",CA,Web,"Reported unauthorized transactions on my debit/visa card. did so by phone and chat. after a week i was given a temporary credit of funds but my card was blocked so i could not access these funds. every single time i call i am instructed to open a chat in the app. i do do and its always with anonymous "" agent ''. never a name or even employee number. every single time after explaining the situation i am told to refer to the email i received on this date, i have never once received these emails. not in spam or junk. they always say to wait. after going back and fourth on the chat or phone finally i find out yesterday that my account and debit card or locked and can not be unlocked because they are closing my account. they claim i received this email on the [REDACTED] . again, did not. nor can they provide proof of any email. anyhow no problem, they have the right to shut my account, but the provisional credits issued to me are inaccessible. what is the point of regulation cc when businesses can circumvent the credits "" given '' to the customer. there is no way other than the card or digital card which they have closed, they say they can not issue a check, they have no physical locaiton or partner bank. they said they can transfer my debit card balance of [REDACTED] into my crypto.com fiat/cash account which has not been closed. im told that is the only way, i have requested that to be done, but apparently that is a request they put. in. they can not tell me to what team/department, i can not speak to anyone who handles that, and the most frustrating part if they can not give me absolutely any time frame of how long or when i will be given access to my [REDACTED] that is in my account but wholly and wrongfully inaccessible. this is the shadiest and least professional handling of a consumers funds. i depend on those funds, and i feel im being given the runaround.",355
20875912,2026-04-02,Payday/title/personal loan,Pawn loan,"FirstCash, Inc.",TX,Web,"SUBJECT : RE-CALCULATION OF UDAAP VIOLATION : CORPORATE RETALIATION & FELONY RECORD TAMPERING 1. THE DOCUMENTED VIOLATION ( FACTS ) I am reporting a coordinated act of "" Temporal Fraud '' by agents of [REDACTED] regarding an alleged "" Criminal Trespass '' reported to the [REDACTED] The Claim : [REDACTED] agents provided a sworn statement to the [REDACTED] ( Case # [REDACTED] ) alleging that a "" Criminal Trespass '' occurred at [REDACTED] on [DATE] /year>. The Physical Impossibility : [REDACTED] ( # [REDACTED] ) physically prove the "" Notice '' required to establish a legal trespass was in government custody at the [REDACTED] in [REDACTED] at [REDACTED] on [DATE] /year>. The Gap : A [REDACTED] and [REDACTED] logistical gap exists between the alleged crime and the physical existence of the legal notice required to establish it. It is a mathematical fact that I could not violate a notice that was still in a government sorting facility 20 miles away. 2. EVIDENCE OF RETALIATION This fraudulent report was filed exactly 48 hours after a high-level regulatory dispute with the OCCC reached a critical stage ( Letter # [REDACTED] ). The false report was used as a tool to illegally bar my household ( [REDACTED] , [REDACTED] , and [REDACTED] ) from our property and financial accounts without due process. 3. CLARIFICATION ON FILING TIMELINE When I initially contacted law enforcement to inquire about my status, no report was on file. The fraudulent report was back-dated and filed after my inquiry as a retaliatory measure to create a retroactive legal justification for barring me from the property. 4. CRIMINAL STATUTES VIOLATED I have officially filed a criminal complaint with the [REDACTED] under Tracking # [REDACTED] for the following violations of the Texas Penal Code ( TPC ) : TPC 37.10 ( Tampering with a Governmental Record ) : Making a false entry in a governmental record ( the police report ) with the intent to defraud or harm. TPC 37.08 ( False Report to a Peace Officer ) : Knowingly making a false statement that is material to a criminal investigation to a law enforcement agency. 5. REQUESTED RESOLUTION To resolve this abusive conduct, I demand a global household settlement that includes : 1. Safety & Security Restoration : Residential security enhancements ( standing-seam metal roofing and security fencing ) to protect the household from further documented corporate harassment. 2. Record",400
20786648,2026-03-30,Prepaid card,General-purpose prepaid card,"Block, Inc.",NY,Web,"I dispute a [AMOUNT] charge from [REDACTED] ( [REDACTED] # [REDACTED] ) for [REDACTED] heavy/bulky items. Cash App denied my dispute and final appeal on [DATE] /year>, despite clear evidence of merchant fraud. The drivers [REDACTED] of [REDACTED] is a photo showing only [REDACTED] box on a common staircase, which is impossible for a [REDACTED] order including a [REDACTED] knife block and a [REDACTED] cookware set. Cash Apps refusal to correct this violates Regulation [REDACTED] and [REDACTED] . Ive filed a formal complaint with the [REDACTED] Department of Consumer and Worker Protection ( Case # [REDACTED] ). I request a manual review of this transaction.",105
13369884,2025-05-06,Debt collection,Other debt,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IN,Web,"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",58
7658204,2023-10-06,Student loan,Federal student loan servicing,MOHELA,TX,Web,"On [DATE] after noticing that my payment amount doubled without notice I contacted MOHELA via their online messaging system. I asked them why my payment had jumped ; what income information were they using ; and had they accounted for my spouse 's loans and income. They did not reply until yesterday [DATE] . Their reply is a canned response and makes no substantive answer to my question. It falsely states that I provided an IDR application and that information was used in their determination. I do not recall, and can find no proof of, any such application. In addition, when I called their customer service line I was told by an agent that the only way to lower my payment was to submit a new IDR. I completed this application with him over the phone. I now believe that his claims were false. That I was not, in fact, required to submit a new IDR to return to the lower payments and that my SAVE plan payments should be calculated based on my last certified income. The IDR application which I was misled into making my increase my payments over what I should be required to pay. MOHELA also has repeatedly sent documents to me via their messaging system weeks after the date on the document. For example, I received a letter confirming the new [AMOUNT] payment amount on [DATE] , but the letter was dated [DATE] .",239
15067470,2025-08-04,Debt collection,I do not know,TRANSWORLD SYSTEMS INC,GA,Web,TRANSWORLD is falsely reporting on my credit. I have never had any accounts with them. Per my research TRANSWORLD is a debt collector. They are falsely reporting on my credit!! Account number is [REDACTED] is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.,65
12070477,2025-02-13,Student loan,Private student loan,"Navient Solutions, LLC.",FL,Web,"Subject : Complaint Against Navient for Violating Holder Rules and Refusal to Refund Post-Bankruptcy Collections Dear Consumer Financial Protection Bureau, I am writing to file a formal complaint against Navient for violating the Holder Rule and refusing to refund monies collected on private student loans post-bankruptcy. I am a member of the [REDACTED] , where the Department of Education determined the school was guilty of misconduct. Details of the Complaint : Violation of Holder Rule : Navient collected on private student loans despite [REDACTED] decision and Bankruptcy. The Holder Rule, which states that if a loan is sold or assigned to another party, the new holder is bound by the terms of the original loan agreement. This includes any defenses or claims that the borrower could assert against the original lender.This rule applies to both for-profit and non-profit schools. School Misconduct : As a member of the [REDACTED] , I completed Navient 's School Misconduct form. Despite the fact the school through extensive evidence provided to the Dept of Education which led to the Misconduct decision, Navient has refused to refund the thousands of dollars collected post-bankruptcy and denied my claim stating 1 ) The debt had been paid and 2 ) The school was a Non Profit. In the context of school misconduct, such as in the [REDACTED] case, the Holder Rule means that if a school is found guilty of misconduct, borrowers who attended that school can raise the same claims and defenses against the loan holder that they could have raised against the original lender, Navient ( formerly Sallie Mae ). Repeated CFPB Complaints : I have filed multiple complaints with the CFPB regarding this issue, but Navient continues to close these complaints without providing the legally owed refunds. Legal Obligations : The Holder Rule, as it applies to school misconduct in the [REDACTED] case, ensures that if a loan is sold or assigned to another party, the new holder is bound by the terms of the original loan agreement. This includes any defenses or claims that the borrower could assert against the original lender. In the context of the [REDACTED] case, [REDACTED] , the Department of Education determined that my school, [REDACTED] engaged in misconduct, and as a borrower and class member I am eligible for automatic debt relief. The [REDACTED] ensures that any subsequent holder of the loan must honor this relief and can not",400
14152493,2025-06-18,Checking or savings account,Checking account,REGIONS FINANCIAL CORPORATION,GA,Web,"To the Consumer Financial Protection Bureau [REDACTED] : Supplemental Complaint Mishandled Dispute by Regions Bank [REDACTED] : CFPB Complaint # [REDACTED] Dear CFPB [REDACTED] , This is a supplemental complaint in connection with my previously filed CFPB case, Complaint # [REDACTED] , regarding Regions Banks mishandling of a dispute I submitted on [DATE] /year>, for a [AMOUNT] erroneous payment to [REDACTED] . Please do not treat this as a duplicate, but instead add this to my original complaint, as it includes additional facts, ongoing concerns, and misconduct by a Regions Bank supervisor. Background Summary : On [DATE] , [REDACTED] confirmed I had a [AMOUNT] credit and advised me to request a refund through my bank. On [DATE] , I filed a dispute with Regions. On [DATE] at [REDACTED] PM [REDACTED] , I spoke with a rep named [REDACTED] she said nothing about my claim missing information. That same evening, at [REDACTED] PM, Regions denied my claim for insufficient information without contacting me or giving me the chance to respond. On [DATE] , I spoke with another [REDACTED] who told me they needed more information but didnt inform me that my claim had already been denied the day before. I sent documentation to [REDACTED] that same day. Merchant Contact & Proof of Negligence : I contacted [REDACTED] Department by email to confirm whether Regions reached out. [REDACTED] responded in writing, stating that Regions Bank never contacted them at all to validate my dispute. This confirms that Regions denied my claim without ever contacting the merchant, even though I provided all relevant information and proof upfront. Dismissiveness by [REDACTED] : I later spoke with [REDACTED] , a supervisor in the [REDACTED] Department, who said she would file a complaint on my behalf. However, she never asked me to restate or review my concerns, and never confirmed what would be included. I have no confidence that she documented my complaint accurately or thoroughly. When I asked to speak with her supervisor, [REDACTED] told me she was the highest person I could speak to. I asked her why if she is a supervisor she couldnt answer a basic question about what the investigation department does. Her response was dismissive, evasive, and unhelpful. I specifically told [REDACTED] that Regions investigation staff had full access to my account and should have easily seen that a refund had already been issued by the merchant ( The [REDACTED]",400
14507824,2025-07-07,Credit reporting,Credit reporting,Experian Information Solutions Inc.,FL,Web,PLEASE BLOCKED AND REMOVED. I am formally requesting the elimination of this inaccurate account from my credit report. I did not provide consent for its creation or usage. Enclosed are the requisite documents to substantiate my assertion.,37
16349638,2025-10-03,Payday/title/personal loan,Installment loan,"Duvera Billing Services, LLC",FL,Web,"I have 2 installment loans ( because of car repairs the shop gave easypay as option because repairs were over [AMOUNT] at the time and I did not have that amount ) with easypay finance/easypay leasing whichever the correct company name. I called on [DATE] /year> to verify that loan was paid off and for them to send payoff letter during that call they said yes and wait for 7 to 10 days that never happen, called [DATE] /year> for the same reason and nothing was done. Then they will say first loan paid off but say it's not, I asked for a payment history and received something on [DATE] /year> ( I can send that maybe someone on your end can make more sense of the printout because it's not clear to me ). Then todayXXXX without my permission they use my debit card to take [AMOUNT] from my account. I filed a complaint with the attorney general of the state Florida on [DATE] /year> but have not heard back from them yet. When you look them up onXX/ [REDACTED] / [REDACTED] you see nothing but complaints against them 344 that I counted. I don't understand how they are able to get away with this when most of the customers have the same complaint against this company. Please advise what can I do this company run like they are scammers. I have more information from calls with easypay if need be.",242
6995778,2023-05-18,Credit reporting,Credit reporting,"EQUIFAX, INC.",FL,Web,"When it comes to the following Credit Bureaus [ [REDACTED] , Equifax, [REDACTED] but not limited to them only ; I have not supplied proof under the doctrine of estoppel by silence, Engelhardt v. Gravens [ 281 SW 715, 719 ] there is no proof of the alleged debt, nor therefore any such debt [ s ] in fact that exist.",61
22371510,2026-05-20,Student loan,Federal student loan servicing,"Maximus Federal Services, Inc.",NY,Web,"I am a proactive professional who diligently manages my finances. Aidvantage completely failed to provide legally mandated billing disclosures, statements, or any form of communication indicating my account status changed or that a payment was due following recent federal repayment plan transitions. Because of this total communication failure, [AMOUNT] in daily interest quietly accumulated without my knowledge. The moment I discovered the balance on the portal, I immediately paid [AMOUNT] out of pocket to bring the account current and enrolled in Auto-Pay. I suffered direct financial damage because of this servicer blackout. I demand that Aidvantage immediately remove the inaccurate negative delinquency marks from all three of my credit bureau reports. Beyond that, of the [AMOUNT] I paid to bring my account current, only [AMOUNT] went to principal whereas the rest went to Interest. The rhetoric around student loan repayments has been incredibly confusing and difficult to interpret, and Aidvantage stands to benefit as interest accumulates on these loans, and credit reports of everyday college educated working Americans stand to be tarnished. I am extremely disappointed and incredibly upset by this.",181
11693771,2025-01-23,Debt collection,Rental debt,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis",DC,Web,"I recently obtained a copy of my credit report, which contains inaccurate or outdated information reported by the company. I request they must verify each item on my credit report actually belongs to me, last payment made and date of delinquency. If the item in dispute is inaccurate, misleading, or incomplete, they may have violated federal law in accordance with the Fair Credit Reporting Act, [REDACTED] USC section [REDACTED] .",70
21661902,2026-04-28,Credit card,General-purpose credit card or charge card,ROBINHOOD MARKETS INC.,NY,Web,"I purchased an [REDACTED] ticket for [AMOUNT] through [REDACTED] , which was charged to my Robinhood Credit card. I arrived at the [REDACTED] boarding location five minutes prior to departure well within the required boarding window and was wrongfully denied boarding along with several other passengers, without justification or explanation. No service was rendered. I did not travel. I disputed the charge with [REDACTED] , providing clear evidence of the denied boarding. [REDACTED] illegally denied my claim, failed to conduct a fair investigation, ignored the evidence presented, and wrongfully sided with [REDACTED] in violation of Regulation E ( 12 CFR Part 1005 ), the Electronic Fund Transfer Act, the Dodd-Frank Act Section 1031 ( UDAAP ), and its own Buyer Protection Policy. I was effectively scammed I paid for a service, was denied that service through no fault of my own, and [REDACTED] refused to make me whole. I then filed a dispute with Robinhood Credit as the card issuer for the underlying transaction. Robinhood Credit has an obligation under the Fair Credit Billing Act ( FCBA ) and Regulation Z to investigate and resolve disputes involving services not rendered. The charge of [AMOUNT] to my Robinhood Credit card is invalid as the underlying service was never delivered.",208
